open,high,low,close,volume,ticker,date,id
185.50541218941797,187.08495147555658,185.29475038431713,186.6407802185929,54865492.049209416,AAPL,2024-01-09 00:00:00,1
184.00851645059294,185.47277359764774,183.84079823596,184.8821197938045,51872244.72926135,AAPL,2024-01-05 00:00:00,2
181.68715144260938,182.5297933052642,181.60130573689995,181.8,49549963.16950905,AAPL,2024-01-04 00:00:00,3
184.2791466790149,185.72481064082518,184.15984004811037,185.31377855406163,52117427.710859686,AAPL,2024-01-07 00:00:00,4
185.9933208111551,187.7196121126092,185.76823370001742,187.40765948056006,53523756.7124793,AAPL,2024-01-05 00:00:00,5
184.73516542201492,186.39502750829166,184.6272004673332,185.99514995517396,52148582.75222943,AAPL,2024-01-03 00:00:00,6
183.2631170257097,184.77201312765445,183.22058837351526,184.3656089924273,53129914.52888322,AAPL,2024-01-02 00:00:00,7
183.26308913970536,184.59871720732068,183.13850421177995,184.03759482392664,52903245.810183525,AAPL,2024-01-09 00:00:00,8
185.97711513416843,187.66664486785962,185.7958409440516,187.23031603617665,53712090.49546777,AAPL,2024-01-04 00:00:00,9
184.41582736564183,185.95007863587162,184.32453585043802,185.574387414374,51703523.9061324,AAPL,2024-01-07 00:00:00,10
181.75376835852185,182.93839562664078,181.6928247279989,182.19106750074604,51577237.282824315,AAPL,2024-01-07 00:00:00,11
183.68743833240208,184.99296513096388,183.59780557926106,184.46820821624272,49618131.048333995,AAPL,2024-01-06 00:00:00,12
180.9529692051535,182.1,181.00372189280122,181.8,49556241.724629074,AAPL,2024-01-07 00:00:00,13
186.80917702252134,188.33798814205522,186.5430473340165,187.8075612670559,51569244.5334724,AAPL,2024-01-01 00:00:00,14
183.58776804308374,184.99770917077822,183.48909791184187,184.5826517153879,53334109.152607836,AAPL,2024-01-08 00:00:00,15
186.85176406738066,188.37043078479493,186.52653559506112,187.9031839536696,54656569.44166523,AAPL,2024-01-02 00:00:00,16
184.7472348671966,185.9620357081119,184.51586193261886,185.50192627195568,53706014.014370844,AAPL,2024-01-05 00:00:00,17
180.5,182.1,180.51127422281246,181.8,48000000.0,AAPL,2024-01-02 00:00:00,18
185.85357175744716,187.39461590698676,185.60856634393326,186.9997256897922,54683571.528125525,AAPL,2024-01-05 00:00:00,19
182.9016526922867,183.9853424821659,182.82720616181587,183.26878824590156,49528712.71198423,AAPL,2024-01-07 00:00:00,20
183.80013072046302,184.99900997499068,183.59416502479928,184.46113419026682,54809743.36635884,AAPL,2024-01-01 00:00:00,21
185.66036410991347,187.19680926629152,185.36409983127896,186.69029900548998,56000000.0,AAPL,2024-01-04 00:00:00,22
185.87700047927305,187.59410513858643,185.65155089230814,187.24392173442754,55444954.11364288,AAPL,2024-01-07 00:00:00,23
182.78505708877478,183.81336030980086,182.66052491821932,183.0925005499893,49796612.698021725,AAPL,2024-01-04 00:00:00,24
186.6737284018964,188.56426108309316,186.45047182403744,188.1,55575789.15132153,AAPL,2024-01-04 00:00:00,25
185.48351590223024,187.13174951063854,185.32505259829716,186.77282968922452,52545296.49570624,AAPL,2024-01-07 00:00:00,26
183.65104407358047,185.0202500023669,183.5492666391075,184.5036891960009,52250062.174021915,AAPL,2024-01-04 00:00:00,27
184.5615743497504,186.25795032739924,184.46524452908838,185.90556710761902,54220233.523417994,AAPL,2024-01-04 00:00:00,28
183.22753100658687,184.63214884348497,183.1717026531866,184.13653859334957,50705595.2701819,AAPL,2024-01-04 00:00:00,29
184.45925541749062,185.84802853006562,184.22458001533596,185.21155756328835,53509070.156240694,AAPL,2024-01-02 00:00:00,30
